"","ID","EntrezGeneID","ORF","GB_ACC","PROBE_DERIVED_FROM_TRANSCRIPT","SPOT_ID","RosettaGeneModelID"
"27869","10023827661","51121","RPL26L1","NM_016093","NM_016093","","HSG00237671"
"27870","10023824988","10286","BCAS2","NM_005872","NM_005872","","HSG00206442"
"27871","10025915886","","","AF086468","AF086468","","HSG00256083"
"27872","10025918334","441787","","XM_497532","non-public","","HSG00302923"
"27873","10023816028","","","AA243842","non-public","","HSG00295730"
"27874","10025931803","51621","KLF13","NM_015995","non-public","","HSG00289804"
"27875","10025917841","389081","","XM_211760","XM_211760","","HSG00212543"
"27876","10025902968","83873","GPR61","NM_031936","NM_031936","","HSG00209927"
"27877","10025905541","1746","DLX2","NM_004405","NM_004405","","HSG00215055"
"27878","10023817765","151295","SLC23A3","NM_144712","non-public","","HSG00215663"
"27879","10025920236","","","XM_210136","XM_210136","","HSG00362402"
"27880","10025906296","10657","KHDRBS1","NM_006559","NM_006559","","HSG00209123"
"27881","10025920969","","","AW197841","non-public","","HSG00258440"
"27882","10023815580","5930","RBBP6","NM_018703","non-public","","HSG00294327"
"27883","10025924829","","","BG215042","non-public","","HSG00238298"
"27884","10025916079","","","XM_066971","XM_066971","","HSG00254552"
"27885","10023845761","","","AL359568","AL359568","","HSG00363898"
"27886","10025916012","","","XM_172915","XM_172915","","HSG00420692"
"27887","10025927453","","","AA906842","non-public","","HSG00404602"
"27888","10023805561","27255","CNTN6","NM_014461","NM_014461","","HSG00226527"
"27889","10023823414","6722","SRF","NM_003131","NM_003131","","HSG00243187"
"27890","10023818705","178","AGL","NM_000028","NM_000028","","HSG00201255"
"27891","10025933266","","","AV717661","non-public","","HSG00358570"
"27892","10023845323","131544","","","non-public","ENSEMBLE: ENST00000296018","HSG00220660"
"27893","10023826180","660","BMX","NM_001721","NM_001721","","HSG00254264"
"27894","10025917407","134083","OR2Y1","NM_001001657","non-public","","HSG00238108"
"27895","10025924721","","","AA757318","non-public","","HSG00427307"
"27896","10025933961","","","AL109726","AL109726","","HSG00292569"
"27897","10023821789","10276","NET1","NM_005863","NM_005863","","HSG00267566"
"27898","10025915447","","","BC034623","BC034623","","HSG00210101"
"27899","10025926407","","","AK024576","AK024576","","HSG00256017"
"27900","10023819050","283489","C13orf8","NM_032436","non-public","","HSG00284666"
"27901","10025908033","23476","BRD4","NM_014299","NM_014299","","HSG00305626"
"27902","10023814538","8880","FUBP1","NM_003902","NM_003902","","HSG00200162"
"27903","10025910859","6002","RGS12","NM_002926","NM_002926","","HSG00227800"
"27904","10023822254","377","ARF3","NM_001659","NM_001659","","HSG00277609"
"27905","10023846445","387082","SUMO4","","non-public","ENSEMBLE: ENST00000229699","HSG00243592"
"27906","10025911727","10395","DLC1","NM_182643","NM_182643","","HSG00258930"
"27907","10025935186","","","BQ709594","non-public","","HSG00254383"
"27908","10025903035","9382","COG1","NM_018714","NM_018714","","HSG00302458"
"27909","10025929189","389120","","XM_371641","non-public","","HSG00220815"
"27910","10025934209","","","XM_116156","XM_116156","","HSG00386543"
"27911","10025918025","157313","CDCA2","NM_152562","non-public","","HSG00259369"
"27912","10033668493","6512","SLC1A7","NM_006671","NM_006671","","HSG00209225"
"27913","10031920418","253558","LYCAT","NM_182551","NM_182551","","HSG00217145"
"27914","10025906150","10505","SEMA4F","NM_004263","NM_004263","","HSG00211768"
"27915","10033668754","10864","SLC22A7","NM_006672","NM_006672","","HSG00244586"
"27916","10025908011","1121","CHM","NM_000390","NM_000390","","HSG00254525"
"27917","10031920564","54729","","X76978","X76978","","HSG00228055"
"27918","10025924025","440419","","XM_496199","non-public","","HSG00351541"
"27919","10023808597","5110","PCMT1","NM_005389","NM_005389","","HSG00242885"
"27920","10025917448","400541","","AK096066","AK096066","","HSG00297212"
"27921","10025902594","10332","CLEC4M","NM_014257","NM_014257","","HSG00308239"
"27922","10025921946","401611","","XM_377033","non-public","","HSG00254741"
"27923","10023844987","","","U84507","U84507","","HSG00314950"
"27924","10023824160","","","AA889976","non-public","","HSG00226310"
"27925","10025931297","","","XM_210421","XM_210421","","HSG00366224"
"27926","10025916666","","","BC033069","BC033069","","HSG00350818"
"27927","10023831126","","","","non-public","ENSEMBLE: ENST00000300979","HSG00309268"
"27928","10023826755","3700","ITIH4","NM_002218","NM_002218","","HSG00219587"
"27929","10025927879","","","","non-public","RosettaGeneID: HSG00364026","HSG00364026"
"27930","10023805836","441151","RP11-444E17.5","L35592","L35592","","HSG00422253"
"27931","10025920087","400144","","AK056689","AK056689","","HSG00282990"
"27932","10023820743","","","AK095074","non-public","","HSG00352486"
"27933","10025907261","27130","INVS","NM_014425","NM_014425","","HSG00261398"
"27934","10023819069","","","AI263303","non-public","","HSG00264558"
"27935","10025907881","1240","CMKLR1","NM_004072","NM_004072","","HSG00276787"
"27936","10025930787","","","AA729924","non-public","","HSG00356553"
"27937","10025933113","","","XM_093869","XM_093869","","HSG00363402"
"27938","10025910541","246213","SLC17A8","NM_139319","NM_139319","","HSG00277344"
"27939","10025915273","","","AF075097","AF075097","","HSG00224715"
"27940","10025933916","","","XM_166961","XM_166961","","HSG00284213"
"27941","10023807129","5806","PTX3","NM_002852","NM_002852","","HSG00221646"
"27942","10025920496","","","AK023757","AK023757","","HSG00238086"
"27943","10025904229","55005","C6orf96","NM_017909","NM_017909","","HSG00242472"
"27944","10025907399","6500","SKP1A","NM_006930","NM_006930","","HSG00232649"
"27945","10023833158","","","","non-public","ENSEMBLE: ENST00000297335","HSG00363072"
"27946","10023822754","","","AL137346","AL137346","","HSG00239114"
"27947","10025935604","284214","","AK095761","AK095761","","HSG00303627"
"27948","10025920941","","","AL833881","AL833881","","HSG00230044"
"27949","10025904057","9682","JMJD2A","NM_014663","NM_014663","","HSG00205109"
"27950","10025907991","54414","SIAE","NM_170601","NM_170601","","HSG00271986"
"27951","10023807515","4957","ODF2","NM_002540","NM_002540","","HSG00261291"
"27952","10023842667","389362","RP11-506K6.3","AL389983","AL389983","","HSG00244990"
"27953","10023829098","389434","C6orf71","","non-public","ENSEMBLE: ENST00000229447","HSG00242635"
"27954","10023828890","","","AK024864","AK024864","","HSG00228809"
"27955","10023818261","1183","CLCN4","NM_001830","NM_001830","","HSG00253711"
"27956","10025907134","7084","TK2","NM_004614","NM_004614","","HSG00295500"
"27957","10025907415","338328","","NM_178172","NM_178172","","HSG00257856"
"27958","10025929989","","","AK093552","AK093552","","HSG00285291"
"27959","10025910653","10554","AGPAT1","NM_032741","NM_032741","","HSG00241912"
"27960","10023837232","81492","RSHL1","NM_030785","NM_030785","","HSG00307149"
"27961","10025911805","1965","EIF2S1","NM_004094","NM_004094","","HSG00287828"
"27962","10023814273","","","BC070392","non-public","","HSG00211775"
"27963","10025905410","54495","TXNDC10","NM_019022","NM_019022","","HSG00303714"
"27964","10025904365","286","ANK1","NM_020481","NM_020481","","HSG00258904"
"27965","10023847531","","","AK024592","AK024592","","HSG00270401"
"27966","10031920583","","","CA406192","CA406192","","HSG00359135"
"27967","10025907308","151790","WDR49","NM_178824","NM_178824","","HSG00220335"
"27968","10025910019","6910","TBX5","NM_181486","NM_181486","","HSG00277588"
"27969","10023806149","3821","KLRC1","NM_002259","NM_002259","","HSG00277494"
"27970","10025912992","63892","THADA","NM_022065","NM_022065","","HSG00214346"
"27971","10023827736","","","AI078742","non-public","","HSG00250438"
"27972","10025923424","11023","VAX1","XM_370578","non-public","","HSG00269181"
"27973","10025933330","","","AF124368","AF124368","","HSG00255717"
"27974","10025906782","285023","","NM_182585","NM_182585","","HSG00211214"
"27975","10025902613","132228","C3orf45","NM_153215","NM_153215","","HSG00222230"
"27976","10025905709","27181","SIGLEC8","NM_014442","NM_014442","","HSG00306669"
"27977","10025919004","284964","","XM_209423","XM_209423","","HSG00215489"
"27978","10025907363","51588","PIAS4","NM_015897","NM_015897","","HSG00306025"
"27979","10025925296","","","AK055497","AK055497","","HSG00246701"
"27980","10023812254","54463","","NM_019000","NM_019000","","HSG00237914"
"27981","10025903612","197370","NSMCE1","NM_145080","NM_145080","","HSG00296898"
"27982","10025928875","","","NM_014076","non-public","","HSG00205760"
"27983","10023809721","22879","MON1B","NM_014940","NM_014940","","HSG00294835"
"27984","10023811829","93624","","XM_291105","non-public","","HSG00353509"
"27985","10025902565","83795","KCNK16","NM_032115","NM_032115","","HSG00243455"
"27986","10025924765","","","BC030116","non-public","","HSG00240989"
"27987","10025909294","57711","ZNF529","NM_020951","NM_020951","","HSG00305697"
"27988","10025910555","55781","RIOK2","NM_018343","NM_018343","","HSG00236817"
"27989","10025926985","","","AI253157","non-public","","HSG00226825"
"27990","10025912799","55234","SMU1","NM_018225","NM_018225","","HSG00262722"
"27991","10023810518","","","AA588536","non-public","","HSG00406324"
"27992","10025917614","","","AA397801","non-public","","HSG00233837"
"27993","10023828830","10634","GAS2L1","NM_006478","NM_006478","","HSG00314305"
"27994","10025903936","196513","DCP1B","NM_152640","NM_152640","","HSG00282423"
"27995","10031920765","441193","","AY129022","AY129022","","HSG00245296"
"27996","10023809926","8082","SSPN","NM_005086","NM_005086","","HSG00281981"
"27997","10025925499","400955","","XM_379096","non-public","","HSG00356650"
"27998","10031920358","26338","OR5L2","NM_001004739","NM_001004739","","HSG00273223"
"27999","10025929919","","","AA730883","non-public","","HSG00378678"
"28000","10025918607","55750","MULK","NM_018238","non-public","","HSG00249567"
"28001","10025913217","5864","RAB3A","NM_002866","NM_002866","","HSG00306559"
"28002","10023826987","6444","SGCD","NM_000337","NM_000337","","HSG00236982"
"28003","10023842993","","","AK021754","AK021754","","HSG00223365"
"28004","10023811534","10514","MYBBP1A","NM_014520","NM_014520","","HSG00301677"
"28005","10025924624","","","XM_094621","XM_094621","","HSG00361370"
"28006","10023834930","89849","ATG16L2","AK024423","AK024423","","HSG00272666"
"28007","10023839990","","","AF318328","AF318328","","HSG00279041"
"28008","10025919428","","","BQ026178","non-public","","HSG00222760"
"28009","10025926636","","","AI215487","non-public","","HSG00256834"
"28010","10025911947","4882","NPR2","NM_003995","NM_003995","","HSG00261353"
"28011","10025918591","440700","","BC012108","BC012108","","HSG00207860"
"28012","10023849773","647353","","S75165","S75165","","HSG00355751"
"28013","10023807489","8934","RAB7L1","NM_003929","non-public","","HSG00209959"
"28014","10025904545","1874","E2F4","NM_001950","NM_001950","","HSG00295905"
"28015","10023820875","3768","KCNJ12","NM_002244","NM_002244","","HSG00301745"
"28016","10025910404","27112","TMEM28","NM_015686","NM_015686","","HSG00253742"
"28017","10023819275","","","BX098035","non-public","","HSG00235480"
"28018","10025904258","134860","TAAR9","NM_175057","NM_175057","","HSG00243847"
"28019","10023834413","79870","BAALC","NM_024812","NM_024812","","HSG00259920"
"28020","10025933436","","","AV704599","non-public","","HSG00285221"
"28021","10025906937","55364","IMPACT","NM_018439","NM_018439","","HSG00303775"
"28022","10025927510","","","BC033992","BC033992","","HSG00218938"
"28023","10025911210","54468","","NM_019005","NM_019005","","HSG00249135"
"28024","10025905186","254552","NUDT8","NM_181843","NM_181843","","HSG00274765"
"28025","10031920185","","","","non-public","ENSEMBLE: ENST00000354854","HSG00348761"
"28026","10025924023","390649","OR4F15","XM_063570","XM_063570","","HSG00289748"
"28027","10025922832","29786","","AF086048","AF086048","","HSG00314889"
"28028","10031920277","","","AX721245","AX721245","","HSG00201697"
"28029","10025934835","","","","non-public","RosettaGeneID: HSG00362737","HSG00362737"
"28030","10025918248","","","","non-public","ENSEMBLE: ENST00000269435","HSG00363164"
"28031","10025932359","85290","KRTAP4-3","AJ406935","AJ406935","","HSG00298543"
"28032","10025916254","55795","PCID2","BC008975","BC008975","","HSG00284900"
"28033","10023804804","","","AA889743","non-public","","HSG00351916"
"28034","10023827674","","","BC056670","non-public","","HSG00280423"
"28035","10025911886","29071","C1GALT1C1","NM_152692","NM_152692","","HSG00254881"
"28036","10023826633","2986","GUCY2F","NM_001522","NM_001522","","HSG00253781"
"28037","10025924619","","","AW444677","non-public","","HSG00206985"
"28038","10025917828","","","","non-public","RosettaGeneID: HSG00358946","HSG00358946"
"28039","10025907100","91544","UBXD5","NM_145345","NM_145345","","HSG00205044"
"28040","10023814455","6531","SLC6A3","NM_001044","NM_001044","","HSG00237468"
"28041","10025934145","","","AK098198","AK098198","","HSG00270114"
"28042","10025914980","","","AF056419","AF056419","","HSG00234993"
"28043","10025909472","3382","ICA1","NM_022307","NM_022307","","HSG00250468"
"28044","10023827726","9038","TAAR5","NM_003967","NM_003967","","HSG00243874"
"28045","10025934755","","","AK090992","AK090992","","HSG00219132"
"28046","10025916880","391025","","XM_114831","XM_114831","","HSG00202364"
"28047","10025928008","","","AA987536","non-public","","HSG00299294"
"28048","10023827947","55196","C12orf35","AK000703","AK000703","","HSG00277100"
"28049","10025928824","10793","ZNF273","AL832810","AL832810","","HSG00248615"
"28050","10025914728","","","BX648207","non-public","","HSG00280900"
"28051","10025902468","932","MS4A3","NM_006138","NM_006138","","HSG00273677"
"28052","10025921216","","","BQ183708","non-public","","HSG00289830"
"28053","10023808841","","","AW853950","non-public","","HSG00294515"
"28054","10023816895","374470","C12orf42","NM_198521","non-public","","HSG00277573"
"28055","10023822274","10468","FST","NM_013409","NM_013409","","HSG00237241"
"28056","10025911927","7335","UBE2V1","NM_022442","NM_022442","","HSG00311878"
"28057","10025903270","84971","ATG4D","NM_032885","NM_032885","","HSG00308234"
"28058","10025920772","","","XM_118846","XM_118846","","HSG00368536"
"28059","10023825083","","","AI904095","non-public","","HSG00307308"
"28060","10023810328","1179","CLCA1","NM_001285","NM_001285","","HSG00206839"
"28061","10025925397","","","AL161980","AL161980","","HSG00278002"
"28062","10025902751","339059","","NM_182605","NM_182605","","HSG00295827"
"28063","10023807745","140465","MYL6B","NM_002475","NM_002475","","HSG00278231"
"28064","10025907712","1522","CTSZ","NM_001336","NM_001336","","HSG00312157"
"28065","10025911560","51300","C3orf1","NM_016589","NM_016589","","HSG00226742"
"28066","10023827459","5919","RARRES2","NM_002889","NM_002889","","HSG00251851"
"28067","10023846422","125988","","","non-public","ENSEMBLE: ENST00000291965","HSG00307461"
"28068","10025925024","","","","non-public","ENSEMBLE: ENST00000316594","HSG00364096"
"28069","10025919686","","","AF085923","AF085923","","HSG00291035"
"28070","10025924775","","","BC026109","non-public","","HSG00316242"
"28071","10025928732","284353","NKPD1","AK090919","AK090919","","HSG00308287"
"28072","10023835247","64077","","NM_022126","NM_022126","","HSG00268697"
"28073","10025907082","3213","HOXB3","NM_002146","NM_002146","","HSG00302908"
"28074","10025914876","","","AL162044","AL162044","","HSG00368659"
"28075","10025927140","5426","POLE","NM_006231","non-public","","HSG00276812"
"28076","10025931063","5347","PLK1","NM_005030","non-public","","HSG00295796"
"28077","10025906538","1528","CYB5A","NM_001914","NM_001914","","HSG00304217"
"28078","10023837651","","","","non-public","ENSEMBLE: ENST00000298455","HSG00285683"
"28079","10023807249","183","AGT","NM_000029","NM_000029","","HSG00202514"
"28080","10025925121","","","AK094605","AK094605","","HSG00222078"
"28081","10023841403","84959","","NM_032873","NM_032873","","HSG00272888"
"28082","10023848369","285193","","AK056511","AK056511","","HSG00216720"
"28083","10023825999","6251","RSU1","NM_012425","NM_012425","","HSG00269647"
"28084","10023805187","26147","PHF19","AL117477","AL117477","","HSG00261332"
"28085","10025905255","3281","HSBP1","NM_001537","NM_001537","","HSG00297003"
"28086","10025912354","7691","ZNF132","NM_003433","NM_003433","","HSG00306323"
"28087","10025934702","","","AA609041","non-public","","HSG00255729"
"28088","10025922458","","","AI435125","non-public","","HSG00257336"
"28089","10023815403","","","AA574091","non-public","","HSG00356040"
"28090","10023810454","9633","MTL5","NM_004923","NM_004923","","HSG00272096"
"28091","10023807534","55862","ECHDC1","NM_018479","NM_018479","","HSG00243375"
"28092","10025922081","23233","SEC15L2","AK023791","AK023791","","HSG00214668"
"28093","10025917690","","","AI343349","non-public","","HSG00301209"
"28094","10023814860","54810","GIPC2","NM_017655","non-public","","HSG00208314"
"28095","10025934372","","","BC032874","BC032874","","HSG00280256"
"28096","10023811378","","","AI674683","non-public","","HSG00251985"
"28097","10031920846","401409","","","non-public","ENSEMBLE: ENST00000356407","HSG00249870"
"28098","10025927931","392467","","XM_210500","XM_210500","","HSG00252770"
"28099","10025921801","124274","GPR139","NM_001002911","non-public","","HSG00295806"
"28100","10025903755","1910","EDNRB","NM_003991","NM_003991","","HSG00284622"
"28101","10025917214","","","AK055810","non-public","","HSG00262627"
"28102","10026391879","11167","FSTL1","NM_007085","NM_007085","","HSG00226474"
"28103","10025904460","161142","C14orf54","NM_173526","NM_173526","","HSG00288451"
"28104","10025921598","","","AK126491","non-public","","HSG00410016"
"28105","10025932870","","","XM_209108","XM_209108","","HSG00308597"
"28106","10033668557","8647","ABCB11","NM_003742","NM_003742","","HSG00211335"
"28107","10025920651","","","","non-public","RosettaGeneID: HSG00363174","HSG00363174"
"28108","10025934971","138804","OR13C4","XM_071098","non-public","","HSG00261276"
"28109","10023846017","94015","TTYH2","NM_032646","NM_032646","","HSG00302350"
"28110","10025910594","92092","","NM_080660","NM_080660","","HSG00250977"
"28111","10023846894","442670","","M27343","M27343","","HSG00395831"
"28112","10025905297","10331","B3GNT3","NM_014256","NM_014256","","HSG00307506"
"28113","10025922039","283111","OR51V1","NM_001004760","non-public","","HSG00272807"
"28114","10025919782","440426","","AK091492","AK091492","","HSG00300409"
"28115","10025906510","27068","PPA2","NM_176866","NM_176866","","HSG00227504"
"28116","10023827274","3839","KPNA3","NM_002267","non-public","","HSG00284570"
"28117","10025911356","80820","","NM_030636","NM_030636","","HSG00248456"
"28118","10025935662","","","","non-public","ENSEMBLE: ENST00000332027","HSG00367081"
"28119","10025904698","7100","TLR5","NM_003268","NM_003268","","HSG00317321"
"28120","10025904767","143689","PIWIL4","NM_152431","NM_152431","","HSG00271637"
"28121","10025932653","","","AA021539","non-public","","HSG00232300"
"28122","10025904142","2050","EPHB4","NM_004444","NM_004444","","HSG00248541"
"28123","10025921298","","","AI126065","non-public","","HSG00220634"
"28124","10023831446","84873","GPR128","NM_032787","NM_032787","","HSG00219687"
"28125","10033668462","10410","IFITM3","X57352","X57352","","HSG00272141"
"28126","10025923298","","","AW451624","non-public","","HSG00293495"
"28127","10023814232","","","CR620976","non-public","","HSG00220297"
"28128","10025913915","442313","","XM_498204","non-public","","HSG00251756"
"28129","10023836307","128710","C20orf94","","non-public","ENSEMBLE: ENST00000278656","HSG00311332"
"28130","10025929595","","","","non-public","RosettaGeneID: HSG00391640","HSG00391640"
"28131","10025916370","","","BC009905","BC009905","","HSG00223011"
"28132","10023824841","339745","","NM_001001664","non-public","","HSG00214970"
"28133","10031920558","400668","PRSSL1","NM_214710","NM_214710","","HSG00309105"
"28134","10025908337","90826","","NM_138364","NM_138364","","HSG00228249"
"28135","10025930043","","","AI479125","non-public","","HSG00267477"
"28136","10025912402","3566","IL4R","NM_000418","NM_000418","","HSG00294774"
"28137","10023822887","949","SCARB1","NM_005505","NM_005505","","HSG00282035"
"28138","10025917636","389669","","XM_210729","non-public","","HSG00256184"
"28139","10025922879","","","AW236702","non-public","","HSG00202717"
"28140","10025929844","","","XM_067672","XM_067672","","HSG00362125"
"28141","10025934459","145853","","XM_096885","XM_096885","","HSG00290649"
"28142","10025917146","","","BF752189","non-public","","HSG00354219"
"28143","10025904289","9967","THRAP3","NM_005119","NM_005119","","HSG00206093"
"28144","10025919288","","","BC007356","BC007356","","HSG00202532"
"28145","10025933866","","","XM_172658","XM_172658","","HSG00364542"
"28146","10025904380","","","NM_017513","NM_017513","","HSG00361316"
"28147","10025917355","","","BE777672","non-public","","HSG00300813"
"28148","10023806485","","","AA001939","non-public","","HSG00239624"
"28149","10023832133","","","AK024035","AK024035","","HSG00427379"
"28150","10023850656","340578","RP11-13E5.1","","non-public","ENSEMBLE: ENST00000276195","HSG00252257"
"28151","10023826707","57479","PRR12","AB033031","AB033031","","HSG00308174"
"28152","10025906395","84333","PCGF5","NM_032373","NM_032373","","HSG00269684"
"28153","10023841473","3537","IGLC1","AF103669","AF103669","","HSG00351213"
"28154","10025904611","257106","ARHGAP30","NM_181720","NM_181720","","HSG00206702"
"28155","10025924441","","","AK094892","non-public","","HSG00252009"
"28156","10025927482","","","BQ187031","non-public","","HSG00357161"
"28157","10025906549","9937","DCLRE1A","NM_014881","NM_014881","","HSG00269193"
"28158","10025923717","","","AW043678","non-public","","HSG00351696"
"28159","10023836966","","","AK024545","AK024545","","HSG00312522"
"28160","10025923489","","","BC039384","BC039384","","HSG00211278"
"28161","10026395904","6193","RPS5","NM_001009","NM_001009","","HSG00307852"
"28162","10023807865","55213","RCBTB1","NM_018191","NM_018191","","HSG00284644"
"28163","10023823369","","","BX538295","non-public","","HSG00256001"
"28164","10025929893","125476","C18orf37","NM_194281","non-public","","HSG00304199"
"28165","10025910504","57626","KLHL1","NM_020866","NM_020866","","HSG00284647"
"28166","10023844906","147968","CAPN12","","non-public","ENSEMBLE: ENST00000293096","HSG00306304"
"28167","10023815446","114781","BTBD9","AL157476","AL157476","","HSG00242315"
"28168","10023827755","2638","GC","NM_000583","NM_000583","","HSG00229546"
"28169","10023840692","3494","IGHA2","X81740","X81740","","HSG00354375"
"28170","10031920330","391723","","NM_001029887","non-public","","HSG00228923"
"28171","10025904103","7781","SLC30A3","NM_003459","NM_003459","","HSG00215062"
"28172","10023830455","197350","","","non-public","ENSEMBLE: ENST00000293997","HSG00295746"
"28173","10025903798","114758","CSPG4LYP1","NM_032577","NM_032577","","HSG00313017"
"28174","10025919582","","","BM970513","non-public","","HSG00242523"
"28175","10025910537","80742","PRR3","NM_025263","NM_025263","","HSG00241907"
"28176","10025910122","79339","OR51B4","NM_033179","NM_033179","","HSG00274731"
"28177","10023820537","10175","CNIH","NM_005776","NM_005776","","HSG00288783"
"28178","10023822313","757","TMEM50B","NM_006134","non-public","","HSG00315752"
"28179","10023826229","5973","RENBP","NM_002910","NM_002910","","HSG00254889"
"28180","10025903241","80317","ZNF306","NM_024493","NM_024493","","HSG00241917"
"28181","10023837187","474152","TTTY17C","NM_031926","NM_031926","","HSG00312978"
"28182","10025911108","63973","NEUROG2","NM_024019","NM_024019","","HSG00228614"
"28183","10031920290","135935","","","non-public","ENSEMBLE: ENST00000223140","HSG00249767"
"28184","10023812667","727","C5","NM_001735","NM_001735","","HSG00260720"
"28185","10025931260","","","AA460326","non-public","","HSG00252150"
"28186","10025909467","9593","C15orf31","NM_004908","NM_004908","","HSG00290620"
"28187","10023814139","375035","SFT2D2","AL035297","AL035297","","HSG00206637"
"28188","10025912580","128025","WDR64","NM_144625","NM_144625","","HSG00200195"
"28189","10025925353","","","AI204339","non-public","","HSG00225749"
"28190","10025906138","11060","WWP2","NM_007014","NM_007014","","HSG00295197"
"28191","10025934320","441568","","XM_166643","XM_166643","","HSG00267076"
"28192","10025922095","","","AK026269","AK026269","","HSG00203749"
"28193","10023838286","23433","RHOQ","NM_012249","non-public","","HSG00214037"
"28194","10025931026","642374","","AB062482","AB062482","","HSG00232751"
"28195","10025915664","","","AW118703","non-public","","HSG00407114"
"28196","10025924263","","","XM_173317","XM_173317","","HSG00371905"
"28197","10023807072","5307","PITX1","NM_002653","NM_002653","","HSG00232522"
"28198","10023845940","56155","TEX14","NM_031272","NM_031272","","HSG00301662"
"28199","10025912385","79003","MIS12","NM_024039","NM_024039","","HSG00297727"
"28200","10025915597","653463","","XM_376558","non-public","","HSG00241313"
"28201","10025932245","","","AI222461","non-public","","HSG00297332"
"28202","10025920186","","","AA400763","non-public","","HSG00220911"
"28203","10023850469","","","U00948","U00948","","HSG00256044"
"28204","10025934685","","","AK026119","AK026119","","HSG00246664"
"28205","10025904675","6671","SP4","NM_003112","NM_003112","","HSG00249153"
"28206","10033668737","2052","EPHX1","NM_000120","NM_000120","","HSG00203808"
"28207","10023807118","2039","EPB49","NM_001978","NM_001978","","HSG00259936"
"28208","10023811564","","","AA938873","non-public","","HSG00393606"
"28209","10023819254","","","AK056307","non-public","","HSG00397939"
"28210","10025909448","1213","CLTC","NM_004859","NM_004859","","HSG00301410"
"28211","10025907776","203062","TSNARE1","NM_145003","NM_145003","","HSG00258215"
"28212","10023823899","11011","TLK2","NM_006852","non-public","","HSG00302027"
"28213","10025920270","","","XM_210751","XM_210751","","HSG00366109"
"28214","10023815501","","","AA613940","non-public","","HSG00311084"
"28215","10025910475","145508","C14orf145","NM_177527","NM_177527","","HSG00285286"
"28216","10025909828","57458","TMCC3","NM_020698","NM_020698","","HSG00277018"
"28217","10025919104","60485","SAV1","NM_021818","non-public","","HSG00287813"
"28218","10023848590","","","","non-public","ENSEMBLE: ENST00000299193","HSG00363304"
"28219","10023841131","4750","NEK1","Z25431","Z25431","","HSG00227333"
"28220","10025915594","","","BC008052","BC008052","","HSG00279791"
"28221","10025928040","","","CR611965","non-public","","HSG00355376"
"28222","10023806599","10127","ZNF263","NM_005741","NM_005741","","HSG00294840"
"28223","10023819669","158358","KIAA2026","NM_001017969","non-public","","HSG00354300"
"28224","10025924086","","","BC018983","BC018983","","HSG00293621"
"28225","10025904433","55163","PNPO","NM_018129","NM_018129","","HSG00297768"
"28226","10025929858","","","AL365520","AL365520","","HSG00229957"
"28227","10026395238","51440","HPCAL4","NM_016257","NM_016257","","HSG00205156"
"28228","10025918106","","","BC035112","non-public","","HSG00217518"
"28229","10025905566","55088","C10orf118","NM_018017","NM_018017","","HSG00268767"
"28230","10025917001","","","BI037549","non-public","","HSG00307604"
"28231","10025921276","392217","","XM_373249","non-public","","HSG00256076"
"28232","10023830851","","","","non-public","ENSEMBLE: ENST00000255883","HSG00315357"
"28233","10023850324","","","AK054784","AK054784","","HSG00201742"
"28234","10023836564","56158","TEX12","NM_031275","NM_031275","","HSG00274215"
"28235","10025908209","201191","SAMD14","NM_174920","NM_174920","","HSG00298728"
"28236","10023817949","55422","ZNF331","NM_018555","non-public","","HSG00307512"
"28237","10023823623","121536","AEBP2","NM_153207","non-public","","HSG00277620"
"28238","10023842596","64208","POPDC3","NM_022361","NM_022361","","HSG00242468"
"28239","10025905191","5887","RAD23B","NM_002874","NM_002874","","HSG00261750"
"28240","10023834673","440730","TRIM67","AK055338","AK055338","","HSG00207834"
"28241","10023814178","25818","KLK5","NM_012427","NM_012427","","HSG00306528"
"28242","10025905204","10952","SEC61B","NM_006808","NM_006808","","HSG00260914"
"28243","10025920623","","","AF143888","AF143888","","HSG00233732"
"28244","10023822967","256273","","AK000908","AK000908","","HSG00275476"
"28245","10025917783","","","BM690161","non-public","","HSG00355446"
"28246","10023839376","","","","non-public","ENSEMBLE: ENST00000291654","HSG00316045"
"28247","10025908053","89845","ABCC10","NM_033450","NM_033450","","HSG00243054"
"28248","10025908546","11147","HHLA3","NM_007071","NM_007071","","HSG00207911"
"28249","10023811401","80781","COL18A1","NM_016214","NM_016214","","HSG00315717"
"28250","10025904444","26168","SENP3","NM_015670","NM_015670","","HSG00298127"
"28251","10025908632","4957","ODF2","NM_153437","NM_153437","","HSG00261291"
"28252","10023836527","59344","ALOXE3","NM_021628","NM_021628","","HSG00302384"
"28253","10025932635","","","AA910024","non-public","","HSG00266854"
"28254","10025926638","","","XM_116082","XM_116082","","HSG00378838"
"28255","10023824434","4643","MYO1E","NM_004998","NM_004998","","HSG00289872"
"28256","10023816671","359845","FAM101B","NM_182705","non-public","","HSG00297719"
"28257","10023820097","55120","FANCL","NM_018062","NM_018062","","HSG00216302"
"28258","10025907069","22981","RP4-691N24.1","NM_025176","NM_025176","","HSG00311375"
"28259","10025917393","401904","","XM_377521","non-public","","HSG00309544"
"28260","10033669014","6532","SLC6A4","NM_001045","NM_001045","","HSG00302868"
"28261","10025918140","","","AI708832","non-public","","HSG00356489"
"28262","10023809081","3703","STT3A","NM_002219","NM_002219","","HSG00272288"
